subject,period.start,period.end,history.json
hospital 87,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:02:44', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Improving']}"
hospital 87,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:44', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Approach']}"
hospital 87,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:44', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 87,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T12:02:44', 'measure': 'Care-Rating-01', 'acceptable_by': ['Goal Loss']}"
hospital 87,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T12:02:44', 'measure': 'Hand-01', 'acceptable_by': ['Social Loss']}"
hospital 87,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:44', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Approach']}"
hospital 87,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/e91fb18a-3a98-420e-a826-bfb1b6eafc58', 'message_template_name': 'No Longer Top Performer', 'message_generated_datetime': '2025-10-08T12:02:45', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Social Loss']}"
hospital 88,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:45', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 88,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:45', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 88,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T12:02:45', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 88,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:02:45', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Worsening']}"
hospital 88,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:46', 'measure': 'Discharge-01', 'acceptable_by': ['Social Approach']}"
hospital 88,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:46', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 88,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T12:02:46', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Social Loss']}"
hospital 88,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:02:46', 'measure': 'Physician-informed-01', 'acceptable_by': ['Worsening']}"
hospital 88,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T12:02:46', 'measure': 'Hand-01', 'acceptable_by': ['Goal Loss']}"
hospital 88,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T12:02:47', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Loss']}"
hospital 88,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:02:47', 'measure': 'Hand-01', 'acceptable_by': ['Improving']}"
hospital 89,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:47', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
hospital 89,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T12:02:47', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 89,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:47', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 89,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:02:47', 'measure': 'Hand-01', 'acceptable_by': ['Improving']}"
hospital 89,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2025-10-08T12:02:48', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
hospital 89,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:02:48', 'measure': 'Physician-language-01', 'acceptable_by': ['Worsening']}"
hospital 89,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:48', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 89,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/eb9e5be1-3e80-4f51-819a-1e67a5464d95', 'message_template_name': 'Top Performer', 'message_generated_datetime': '2025-10-08T12:02:48', 'measure': 'Nurse-language-01', 'acceptable_by': ['Social Better']}"
hospital 89,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T12:02:49', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Goal Loss']}"
hospital 89,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:02:49', 'measure': 'Hand-01', 'acceptable_by': ['Improving']}"
hospital 89,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:49', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Gain']}"
hospital 90,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T12:02:49', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 90,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:49', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 90,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:49', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 90,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:02:49', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Improving']}"
hospital 90,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2025-10-08T12:02:50', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
hospital 90,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:02:50', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Worsening']}"
hospital 90,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:50', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 90,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:50', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Gain']}"
hospital 90,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/e91fb18a-3a98-420e-a826-bfb1b6eafc58', 'message_template_name': 'No Longer Top Performer', 'message_generated_datetime': '2025-10-08T12:02:50', 'measure': 'Hand-01', 'acceptable_by': ['Social Loss']}"
hospital 90,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/722d98b6-0dfd-40ff-8248-abeaaf4aad6d', 'message_template_name': 'Reached Goal', 'message_generated_datetime': '2025-10-08T12:02:51', 'measure': 'Physician-language-01', 'acceptable_by': ['Goal Gain']}"
hospital 90,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:51', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
hospital 91,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:51', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 91,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T12:02:51', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 91,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:51', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 91,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:02:51', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Worsening']}"
hospital 91,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:02:52', 'measure': 'Physician-informed-01', 'acceptable_by': ['Improving']}"
hospital 91,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:52', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Approach']}"
hospital 91,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/e91fb18a-3a98-420e-a826-bfb1b6eafc58', 'message_template_name': 'No Longer Top Performer', 'message_generated_datetime': '2025-10-08T12:02:52', 'measure': 'Discharge-01', 'acceptable_by': ['Social Loss']}"
hospital 91,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:52', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 91,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T12:02:52', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Loss']}"
hospital 91,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/004d3aeb-b90a-4e4d-8359-b190d1ab8532', 'message_template_name': 'Approach Peer Average', 'message_generated_datetime': '2025-10-08T12:02:52', 'measure': 'Hand-01', 'acceptable_by': ['Social Approach']}"
hospital 91,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:53', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 92,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:53', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Worse']}"
hospital 92,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:53', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 92,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T12:02:53', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 92,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:02:53', 'measure': 'Hand-01', 'acceptable_by': ['Worsening']}"
hospital 92,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/70fbdb71-fd31-45b0-8432-2bfa1bff200d', 'message_template_name': 'Approach Goal', 'message_generated_datetime': '2025-10-08T12:02:53', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Approach']}"
hospital 92,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T12:02:54', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Loss']}"
hospital 92,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T12:02:54', 'measure': 'Care-Rating-01', 'acceptable_by': ['Goal Loss']}"
hospital 92,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:54', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 92,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:54', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
hospital 92,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:02:54', 'measure': 'Physician-language-01', 'acceptable_by': ['Improving']}"
hospital 92,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/e91fb18a-3a98-420e-a826-bfb1b6eafc58', 'message_template_name': 'No Longer Top Performer', 'message_generated_datetime': '2025-10-08T12:02:55', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Loss']}"
hospital 93,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:55', 'measure': 'Physician-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 93,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T12:02:55', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 93,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:55', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 93,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:02:55', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Improving']}"
hospital 93,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:02:55', 'measure': 'Physician-language-01', 'acceptable_by': ['Worsening']}"
hospital 93,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:56', 'measure': 'Hand-01', 'acceptable_by': ['Social Worse']}"
hospital 93,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/5c49f6e6-b95f-4eb9-baa9-dac580e33e20', 'message_template_name': 'Achieved Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:56', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Gain']}"
hospital 93,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:02:56', 'measure': 'Hand-01', 'acceptable_by': ['Improving']}"
hospital 93,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:56', 'measure': 'Physician-language-01', 'acceptable_by': ['Social Approach']}"
hospital 93,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/722d98b6-0dfd-40ff-8248-abeaaf4aad6d', 'message_template_name': 'Reached Goal', 'message_generated_datetime': '2025-10-08T12:02:56', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Goal Gain']}"
hospital 93,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:56', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
hospital 94,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:57', 'measure': 'Nurse-language-01', 'acceptable_by': ['Social Worse']}"
hospital 94,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:57', 'measure': 'Discharge-01', 'acceptable_by': ['Social Worse']}"
hospital 94,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T12:02:57', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 94,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:02:57', 'measure': 'Discharge-01', 'acceptable_by': ['Improving']}"
hospital 94,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:57', 'measure': 'Quiet-Rating-01', 'acceptable_by': ['Social Approach']}"
hospital 94,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/e91fb18a-3a98-420e-a826-bfb1b6eafc58', 'message_template_name': 'No Longer Top Performer', 'message_generated_datetime': '2025-10-08T12:02:57', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Loss']}"
hospital 94,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:58', 'measure': 'Clean-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 94,2024-09-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/bbac24d6-c9e0-41f8-a5fd-3ea677402c06', 'message_template_name': 'Drop Below Goal', 'message_generated_datetime': '2025-10-08T12:02:58', 'measure': 'Patient-Concern-01', 'acceptable_by': ['Goal Loss']}"
hospital 94,2024-10-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:02:58', 'measure': 'Discharge-01', 'acceptable_by': ['Worsening']}"
hospital 94,2024-11-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:58', 'measure': 'Nurse-informed-01', 'acceptable_by': ['Social Worse']}"
hospital 94,2024-12-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/35903316-d0cc-4a53-ba3f-a9d796e78985', 'message_template_name': 'Drop Below Peer Average', 'message_generated_datetime': '2025-10-08T12:02:58', 'measure': 'Care-Rating-01', 'acceptable_by': ['Social Loss']}"
hospital 95,2024-02-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/9e71ec9e-26f3-442a-8278-569bcd58e708', 'message_template_name': 'Opportunity to Improve Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:58', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Social Worse']}"
hospital 95,2024-03-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/8eb233a1-b5c1-4da7-b7aa-f8ab8420057c', 'message_template_name': 'Not Top Performer', 'message_generated_datetime': '2025-10-08T12:02:59', 'measure': 'Nurse-language-01', 'acceptable_by': ['Social Worse']}"
hospital 95,2024-04-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0a7d1907-7884-4705-a503-df4a5687c493', 'message_template_name': 'Opportunity to Improve Goal', 'message_generated_datetime': '2025-10-08T12:02:59', 'measure': 'Transfer-01', 'acceptable_by': ['Goal Worse']}"
hospital 95,2024-05-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/0ae1872f-5593-4891-8713-7d5e815c0b00', 'message_template_name': 'Performance Improving', 'message_generated_datetime': '2025-10-08T12:02:59', 'measure': 'Nurse-language-01', 'acceptable_by': ['Improving']}"
hospital 95,2024-06-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/1f257d98-f6b0-44f6-92c8-1a194954f33f', 'message_template_name': 'Getting Worse', 'message_generated_datetime': '2025-10-08T12:02:59', 'measure': 'Provider-Rating-01', 'acceptable_by': ['Worsening']}"
hospital 95,2024-07-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/17a4e0f8-5fc1-44bb-b243-8b4a33be1238', 'message_template_name': 'Approach Top 10 Peer Benchmark', 'message_generated_datetime': '2025-10-08T12:02:59', 'measure': 'Discharge-01', 'acceptable_by': ['Social Approach']}"
hospital 95,2024-08-01,2,"{'message_template': 'https://repo.metadatacenter.org/template-instances/722d98b6-0dfd-40ff-8248-abeaaf4aad6d', 'message_template_name': 'Reached Goal', 'message_generated_datetime': '2025-10-08T12:03:00', 'measure': 'Hand-01', 'acceptable_by': ['Goal Gain']}"
